seq_id,frame_idx,lane_count,road_count,raw9_count,raw10_count,lane_mean,road_mean,lane_median,road_median,lane_minus_road_mean,lane_minus_road_median,cohens_d_lane_vs_road,frac_lane_above_road_p90,auc_lane_vs_road,auc_lane_vs_road_plus_other_marking,lane_forward_median_x,road_p90,insufficient_support
046,1,46,30681,0,1319,44.630435943603516,27.217071533203125,43.0,28.0,17.41336441040039,15.0,2.244131474770339,0.8913043478260869,0.9686479240090525,0.9602262228260869,-0.2496711015701294,35.0,False
103,42,111,22252,0,12,62.054054260253906,27.224834442138672,69.0,29.0,34.829219818115234,40.0,4.518512920487278,0.8648648648648649,0.9595254521103883,0.959543423229194,1.4945915937423706,35.0,False
046,3,61,27491,0,1623,45.0,27.05598258972168,44.0,28.0,17.94401741027832,16.0,2.261615388620813,0.9344262295081968,0.9667527554472373,0.9579958152069254,-1.6783733367919922,35.0,False
103,44,273,21981,0,18,65.4981689453125,27.309358596801758,66.0,28.0,38.18881034851074,38.0,4.830815020784683,0.9047619047619048,0.957498508952037,0.9575332844799639,1.5500915050506592,34.0,False
044,11,149,29019,0,25,54.11409378051758,27.602466583251953,53.0,29.0,26.511627197265625,24.0,3.3107135252761046,0.87248322147651,0.9573972710774311,0.9574156868218459,1.132211685180664,35.0,False
066,10,90,27913,0,2293,55.79999923706055,26.78787612915039,55.0,28.0,29.012123107910156,27.0,3.3452033182980885,0.9333333333333333,0.9585641099129438,0.9568100892390768,2.2381157875061035,35.0,False
066,18,206,24494,0,2038,48.587379455566406,27.03682518005371,46.0,29.0,21.550554275512695,17.0,2.535002642368928,0.9368932038834952,0.9587654119376173,0.9556022476613695,2.264655113220215,35.0,False
103,52,163,22165,0,16,67.54601287841797,26.477554321289062,76.0,28.0,41.068458557128906,48.0,5.1646446275031055,0.901840490797546,0.955143728229024,0.9551706913256607,1.4196316003799438,33.0,False
066,16,174,26922,0,2192,50.7931022644043,27.11388397216797,48.0,29.0,23.679218292236328,19.0,2.7853252106301567,0.9080459770114943,0.9577440404676942,0.9551548846034494,2.2399380207061768,36.0,False
046,2,54,29046,0,1419,44.796295166015625,27.170143127441406,43.0,28.0,17.62615203857422,15.0,2.2144788109334064,0.9444444444444444,0.9628201499027086,0.955139777887193,-1.689453363418579,35.0,False
103,51,118,22075,0,12,65.78813934326172,26.869943618774414,72.0,28.0,38.918195724487305,44.0,4.883690796988037,0.923728813559322,0.9548104497379888,0.9548271358334107,1.401898741722107,34.0,False
066,21,289,24717,0,1920,45.01729965209961,26.785614013671875,41.0,29.0,18.231685638427734,12.0,2.177229535181083,0.9065743944636678,0.9611736343295377,0.9544558632897784,2.2300193309783936,34.0,False
103,39,150,22695,0,10,63.3466682434082,27.30010986328125,68.0,29.0,36.04655838012695,39.0,4.44224749076459,0.9,0.9525751633986929,0.9525959039859062,1.5645735263824463,35.0,False
103,43,153,22166,0,13,63.588233947753906,27.363033294677734,70.0,28.0,36.22520065307617,42.0,4.692141354151499,0.9084967320261438,0.9524980553742144,0.9525188255863537,1.5111784934997559,35.0,False
041,50,64,16750,0,1307,45.0,28.75779151916504,43.0,29.0,16.24220848083496,14.0,1.9226438790530267,0.859375,0.9635900186567165,0.9509625768400066,1.337935447692871,37.0,False
103,46,121,21905,0,15,58.818180084228516,27.672996520996094,61.0,29.0,31.145183563232422,32.0,4.132963717958817,0.8842975206611571,0.9503202219954311,0.950348939796103,1.4398126602172852,34.0,False
058,25,82,31336,227,767,50.40243911743164,25.076622009277344,43.0,28.0,25.325817108154297,15.0,2.3305766290000465,0.8292682926829268,0.9491502798931487,0.9485498253528777,-0.5717642307281494,34.0,False
077,10,1,29218,25,6127,54.0,26.30967140197754,54.0,28.0,27.69032859802246,26.0,,1.0,0.997621329317544,0.9475120158326266,-2.1285359859466553,34.0,True
066,22,320,23783,0,2071,44.46875,26.776899337768555,40.0,29.0,17.691850662231445,11.0,2.111930911547995,0.878125,0.9558597527645798,0.9474201888489209,2.2632246017456055,34.0,False
066,20,246,24953,0,2100,46.58943176269531,26.868513107299805,43.0,29.0,19.720918655395508,14.0,2.3516012425519164,0.9024390243902439,0.9527420493617431,0.947227198402173,2.2547125816345215,34.0,False
103,47,164,22081,0,21,61.65243911743164,27.736650466918945,66.0,29.0,33.915788650512695,37.0,4.3707919516556375,0.8902439024390244,0.9417437295721628,0.9417865285340031,1.4551700353622437,35.0,False
073,22,165,28733,22,252,56.551513671875,26.738941192626953,52.0,28.0,29.812572479248047,24.0,3.324646996948787,0.8545454545454545,0.9412658235858041,0.9415863046641825,1.1914876699447632,34.0,False
066,19,222,25037,0,1893,47.27927780151367,26.91648292541504,44.0,29.0,20.362794876098633,15.0,2.3968639130339815,0.8873873873873874,0.9461063391945687,0.94155618671029,2.2456436157226562,35.0,False
042,54,140,24224,0,33,56.69285583496094,28.967924118041992,56.0,29.0,27.724931716918945,27.0,3.5093149866189823,0.8285714285714286,0.9405360976127571,0.9400962314265691,1.1979608535766602,37.0,False
058,24,76,31679,247,748,47.68421173095703,25.24909210205078,40.0,28.0,22.43511962890625,12.0,2.003813566686438,0.7368421052631579,0.937164292798982,0.9366974143291141,-0.4805741310119629,34.0,False
042,55,154,24032,0,43,57.16233825683594,28.95343780517578,58.0,30.0,28.208900451660156,28.0,3.5417996169326385,0.8311688311688312,0.9366715591332768,0.9363466440101954,1.1991316080093384,37.0,False
041,43,19,32768,0,933,49.842105865478516,29.187255859375,50.0,29.0,20.654850006103516,21.0,3.520468647230628,0.8947368421052632,0.9378284655119243,0.9353829887915243,1.4796477556228638,36.0,False
066,23,353,23152,0,2200,43.17280578613281,26.7409725189209,39.0,29.0,16.431833267211914,10.0,1.9192163335769368,0.8413597733711048,0.9450309054975519,0.9345842827604887,2.2535688877105713,34.0,False
046,0,45,32498,0,1264,45.377777099609375,27.31414222717285,45.0,28.0,18.063634872436523,17.0,2.366992626767735,0.8888888888888888,0.9372887904212909,0.931734560222209,1.1554124355316162,35.0,False
042,29,107,22944,0,2,51.48598098754883,28.605430603027344,53.0,30.0,22.880550384521484,23.0,2.7429950605444855,0.8504672897196262,0.9315853553226711,0.9315909111273848,1.0264031887054443,37.0,False
041,48,31,18475,0,974,44.09677505493164,28.471717834472656,44.0,29.0,15.625057220458984,15.0,1.9294793127370158,0.9032258064516129,0.9405011130996551,0.9315496774856987,1.375627875328064,36.0,False
042,2,75,18109,0,1778,50.400001525878906,28.10094451904297,47.0,30.0,22.299057006835938,17.0,2.688955495388137,0.92,0.9644327866438419,0.929777241413989,1.2652833461761475,35.0,False
073,13,177,27165,26,134,52.3220329284668,27.30219078063965,50.0,29.0,25.01984214782715,21.0,2.8958173192049865,0.807909604519774,0.9292897245437747,0.929589219532619,1.3550691604614258,35.0,False
066,24,396,23249,0,2243,42.52777862548828,26.841842651367188,38.0,29.0,15.685935974121094,9.0,1.8290734900815313,0.7272727272727273,0.9420632732764437,0.9293851547009401,2.2591798305511475,35.0,False
066,9,83,26811,0,2490,55.39759063720703,26.53660774230957,57.0,28.0,28.86098289489746,29.0,3.333835197428704,0.9036144578313253,0.9295761989436991,0.9277069370961886,2.2403202056884766,35.0,False
073,21,213,28441,15,245,59.69013977050781,26.827150344848633,49.0,28.0,32.86298942565918,21.0,3.671403565467893,0.8169014084507042,0.9269426551927861,0.9273696602807676,-1.6908282041549683,34.0,False
073,69,14,37169,0,1002,52.71428680419922,28.463369369506836,55.5,28.0,24.250917434692383,27.5,4.288977743494847,0.9285714285714286,0.9280650542118432,0.9262959539216383,1.130760669708252,35.0,False
102,57,165,22852,5,11,54.73939514160156,27.122833251953125,56.0,29.0,27.616561889648438,27.0,3.396835676762405,0.8484848484848485,0.925656530295074,0.9257085460163997,1.7083159685134888,35.0,False
046,6,121,23069,0,2848,43.74380111694336,26.739259719848633,43.0,29.0,17.004541397094727,14.0,2.0539486316626796,0.7933884297520661,0.9422024977887036,0.9235539581697071,-1.6564642190933228,34.0,False
073,77,52,17640,0,1340,45.019229888916016,28.190929412841797,42.0,29.0,16.82830047607422,13.0,1.945058338846962,0.9230769230769231,0.9346050279085993,0.9224715287347005,1.1993168592453003,36.0,False
066,25,440,23787,0,2530,41.9886360168457,26.891494750976562,38.0,29.0,15.09714126586914,9.0,1.7588425938752055,0.7022727272727273,0.9364752806154623,0.9219594489562571,2.2659850120544434,35.0,False
041,51,68,17183,0,1637,45.161766052246094,28.92294692993164,42.5,29.0,16.238819122314453,13.5,1.8396379931288558,0.6323529411764706,0.9346477024144931,0.9211551384634619,1.3350756168365479,38.0,False
046,29,188,27113,3,12,45.67021179199219,26.71061897277832,44.0,28.0,18.959592819213867,16.0,2.3560923835053886,0.7074468085106383,0.9209314876823632,0.9209752073699468,1.1372551918029785,34.0,False
044,2,152,29157,0,68,52.855262756347656,27.461124420166016,53.0,29.0,25.39413833618164,24.0,3.0837870718793434,0.8092105263157895,0.9207568192525764,0.9208066948809148,0.8398116827011108,35.0,False
073,78,75,18096,0,1785,46.63999938964844,28.3843936920166,42.0,29.0,18.255605697631836,13.0,2.0478242443176398,0.76,0.9333804892425582,0.9204533641835588,-1.648800015449524,37.0,False
023,4,529,28668,0,4,53.36294937133789,27.979698181152344,56.0,29.0,25.383251190185547,27.0,3.2398282625538584,0.8279773156899811,0.9187993542130057,0.9188065617721274,1.0774623155593872,35.0,False
044,3,180,29016,0,34,55.02777862548828,27.559450149536133,55.0,29.0,27.46832847595215,26.0,3.2854844911400467,0.8111111111111111,0.9182347670250897,0.9182583668005355,-1.6724417209625244,35.0,False
073,26,257,27644,70,415,50.9688720703125,26.61250114440918,48.0,29.0,24.35637092590332,19.0,2.8478283702585907,0.8054474708171206,0.9152582416685293,0.9155852698096167,1.0661898851394653,34.0,False
042,38,166,23406,0,4,51.307228088378906,28.614927291870117,51.0,30.0,22.69230079650879,21.0,2.7242979996144197,0.7771084337349398,0.9147738094135064,0.9147854124743313,-1.7590750455856323,37.0,False
042,53,165,24490,0,32,52.73939514160156,28.870845794677734,52.0,29.0,23.868549346923828,23.0,2.971709225839088,0.8121212121212121,0.9143223579197446,0.9140505866099211,1.2206894159317017,37.0,False
073,14,182,27432,29,166,50.593406677246094,27.236074447631836,50.0,29.0,23.357332229614258,21.0,2.6962399457751527,0.7692307692307693,0.9125411807498421,0.9130098283372254,-1.3269555568695068,35.0,False
042,28,122,22802,0,0,48.057376861572266,28.668010711669922,48.5,30.0,19.389366149902344,18.5,2.3474030952370737,0.7786885245901639,0.9126194711134054,0.9126194711134054,0.8318918943405151,37.0,False
042,37,128,23133,0,4,50.828125,28.547744750976562,52.0,30.0,22.280380249023438,22.0,2.6769454673196145,0.796875,0.9120307704361734,0.9120301087003501,1.1358821392059326,36.0,False
103,56,90,22458,0,21,55.9555549621582,26.58780860900879,61.0,28.0,29.367746353149414,33.0,3.5876214228672936,0.9,0.9116434628590653,0.91166965711207,1.3537825345993042,33.0,False
046,7,133,21852,0,3350,43.19548797607422,26.563472747802734,42.0,29.0,16.632015228271484,13.0,1.9614978059518475,0.6842105263157895,0.9353470166354931,0.9112298940351434,1.1704084873199463,35.0,False
102,58,233,23323,2,4,54.506439208984375,26.807743072509766,57.0,28.0,27.69869613647461,29.0,3.423288737908395,0.8369098712446352,0.9082048720901966,0.9082282969657578,1.7356510162353516,34.0,False
042,1,59,19449,0,1588,45.8983039855957,28.125919342041016,46.0,30.0,17.772384643554688,16.0,2.18911943384531,0.864406779661017,0.9369202024242456,0.9081742982299951,1.2880147695541382,36.0,False
042,0,58,19457,0,1588,46.017242431640625,28.12221908569336,46.0,30.0,17.895023345947266,16.0,2.202343530200316,0.8620689655172413,0.9360681290130491,0.9074729028928159,1.2769781351089478,36.0,False
042,57,260,23260,0,39,54.35384750366211,29.101978302001953,53.0,30.0,25.251869201660156,23.0,3.060070437579609,0.7615384615384615,0.9069395297308023,0.9064737839524311,-1.6876821517944336,37.0,False
046,38,209,27845,0,12,44.803829193115234,26.522499084472656,41.0,28.0,18.281330108642578,13.0,2.268638582173385,0.6411483253588517,0.9063825637650665,0.9064228914828688,1.1024161577224731,34.0,False
023,10,497,26732,0,1,52.92354202270508,28.53871726989746,56.0,29.0,24.384824752807617,27.0,3.167787519251745,0.8008048289738431,0.906422035128623,0.9064222239131869,1.1223889589309692,36.0,False
073,76,50,18036,0,1150,48.720001220703125,28.1536922454834,45.0,29.0,20.566308975219727,16.0,2.4449321861294417,0.92,0.913591705477933,0.9064020640050037,-1.6721599102020264,35.0,False
046,4,74,26154,0,1905,42.986488342285156,27.021028518676758,43.0,28.0,15.965459823608398,15.0,2.0225682961442852,0.8648648648648649,0.9182733146084833,0.9060498004687035,-1.6661183834075928,34.0,False
042,20,125,23948,0,0,46.944000244140625,28.69872283935547,50.0,30.0,18.245277404785156,20.0,2.304195186928707,0.832,0.9059395356605979,0.9059395356605979,1.124252438545227,36.0,False
073,4,175,28038,13,150,48.95428466796875,27.458484649658203,48.0,29.0,21.495800018310547,19.0,2.5659329702052838,0.7542857142857143,0.9051934619343136,0.9056875389423881,-1.242496132850647,35.0,False
109,8,147,21085,0,4,54.17687225341797,23.939292907714844,55.0,27.0,30.237579345703125,28.0,3.6642572913983864,0.8027210884353742,0.9047060892177596,0.9047228735488695,-2.025397539138794,31.0,False
041,69,125,20795,0,25,43.68000030517578,28.378311157226562,42.0,30.0,15.301689147949219,12.0,1.7949306195521921,0.688,0.9046070690069729,0.904721613832853,1.1478008031845093,36.0,False
044,14,353,30844,0,30,52.41926193237305,27.753761291503906,45.0,29.0,24.66550064086914,16.0,3.0353638325176204,0.7592067988668555,0.9032517837179732,0.903291473834709,-1.7640467882156372,35.0,False
042,62,161,21277,0,79,61.4161491394043,28.843116760253906,55.0,29.0,32.57303237915039,26.0,3.7362438613407702,0.7763975155279503,0.9040891266544197,0.9032331525083791,-1.6825823783874512,37.0,False
044,12,192,29278,0,34,54.27083206176758,27.568653106689453,52.5,29.0,26.702178955078125,23.5,3.3416519734285317,0.765625,0.9028470965116014,0.9028889796272289,-0.45074450969696045,35.0,False
073,79,86,18437,0,2410,44.38372039794922,28.441665649414062,41.0,29.0,15.942054748535156,12.0,1.7482151569453015,0.5697674418604651,0.9204125046828231,0.9024933597048708,-0.19886982440948486,38.0,False
073,74,34,23758,0,860,45.70588302612305,28.191682815551758,47.0,29.0,17.51420021057129,18.0,2.400079411865527,0.8823529411764706,0.9066159757951501,0.9021603035559824,-1.6677918434143066,35.0,False
040,53,41,2018,0,271,55.317073822021484,22.82953453063965,56.0,24.0,32.487539291381836,32.0,2.0223836987704584,0.8048780487804879,0.9183386110372501,0.9019648584428177,-0.17027828097343445,43.0,False
041,40,12,38217,0,1648,47.91666793823242,28.223644256591797,49.0,28.0,19.693023681640625,21.0,3.2664756882123025,0.9166666666666666,0.908675022459464,0.9011591203645637,-1.4470739364624023,35.0,False
023,24,527,25410,0,55,53.54648971557617,28.831876754760742,58.0,29.0,24.71461296081543,29.0,2.985294665642338,0.825426944971537,0.9009895400442235,0.9008531634184808,1.156952142715454,36.0,False
073,42,237,29774,125,793,47.59915542602539,26.00994110107422,42.0,28.0,21.589214324951172,14.0,2.658086126081822,0.7426160337552743,0.9035366710513151,0.9003536429179857,-1.9938123226165771,33.0,False
046,19,203,27963,0,9,43.078819274902344,26.74909782409668,42.0,28.0,16.329721450805664,14.0,2.0092011515684436,0.645320197044335,0.8998906718571991,0.8999226179029135,1.1756887435913086,34.0,False
042,69,160,20763,0,192,51.34375,28.596782684326172,52.0,30.0,22.746967315673828,22.0,2.7173408732779687,0.75625,0.9022794454076963,0.8997123299928418,1.1876330375671387,37.0,False
109,4,187,22080,0,10,54.57219314575195,24.30760955810547,55.0,27.0,30.264583587646484,28.0,3.7435251226141584,0.7807486631016043,0.8992809327288227,0.899321080751326,-2.010685682296753,31.0,False
102,54,269,21799,8,9,48.360595703125,26.98931121826172,49.0,29.0,21.37128448486328,20.0,2.5554206557159205,0.7806691449814126,0.8989785179941578,0.8990572384375984,1.7369600534439087,35.0,False
102,0,636,21456,0,400,56.10219955444336,27.591489791870117,59.0,29.0,28.510709762573242,30.0,3.4958985700280474,0.8301886792452831,0.8990901080579123,0.8984475716410214,-1.7388365268707275,34.0,False
109,72,557,29733,187,294,42.418312072753906,22.85847282409668,44.0,27.0,19.559839248657227,17.0,2.1391966605430697,0.8150807899461401,0.8980338839731057,0.8982501424013194,-5.5427141189575195,30.0,False
066,26,524,24445,0,2552,40.5629768371582,26.939701080322266,37.0,29.0,13.623275756835938,8.0,1.5867650497330943,0.6259541984732825,0.9161570061471538,0.8981054086586381,2.2863426208496094,35.0,False
066,52,952,26063,0,168,41.128150939941406,27.04585075378418,43.0,29.0,14.082300186157227,14.0,1.7030059423340589,0.7163865546218487,0.8977584453571936,0.8977602515978752,2.5376956462860107,35.0,False
044,13,274,29987,0,49,52.0,27.591289520263672,49.0,29.0,24.408710479736328,20.0,3.007844893291158,0.7299270072992701,0.8976856516169172,0.8977489785979452,-1.790668249130249,35.0,False
072,55,83,21153,0,68,41.638553619384766,30.011913299560547,41.0,30.0,11.626640319824219,11.0,1.3419482549925994,0.7710843373493976,0.8976615581600262,0.8971506401649196,-1.5789375305175781,37.0,False
042,58,312,22719,0,51,54.660255432128906,28.960824966430664,52.0,30.0,25.699430465698242,22.0,3.026616615456123,0.7339743589743589,0.8972376137221642,0.8968060622951928,-1.6807016134262085,37.0,False
102,48,134,20469,5,0,48.07462692260742,27.292783737182617,50.0,29.0,20.781843185424805,21.0,2.619561605828224,0.8059701492537313,0.8965051264270761,0.896527667416556,1.6653565168380737,35.0,False
044,19,327,29691,0,29,50.42813491821289,27.687009811401367,46.0,29.0,22.741125106811523,17.0,2.955549628045365,0.7308868501529052,0.895918737718171,0.8959866501208013,-1.7772191762924194,35.0,False
102,53,142,21860,9,1,48.36619567871094,27.26024627685547,50.0,29.0,21.10594940185547,21.0,2.5751661521887015,0.8309859154929577,0.8955889269744727,0.8956328046008102,1.7178542613983154,35.0,False
073,43,272,30288,94,922,49.30882263183594,26.07649803161621,44.0,28.0,23.232324600219727,16.0,2.8646972544151352,0.7573529411764706,0.8975192320390913,0.8953846576644969,-1.9686012268066406,33.0,False
042,41,307,23551,0,9,50.765472412109375,28.830537796020508,46.0,30.0,21.934934616088867,16.0,2.6357717556386007,0.7296416938110749,0.8949341625638282,0.8949004689668902,-1.7292367219924927,37.0,False
102,40,272,19531,0,7,52.805145263671875,25.284982681274414,52.0,28.0,27.52016258239746,24.0,2.723098487818373,0.7463235294117647,0.8933387759128023,0.8933743557050213,1.6459360122680664,35.0,False
023,30,467,24048,0,147,53.20128631591797,28.06532859802246,57.0,29.0,25.135957717895508,28.0,2.733950763179496,0.8051391862955032,0.8928264990361888,0.8926637292554738,1.1651215553283691,36.0,False
066,62,885,26494,0,244,40.28474426269531,27.08873748779297,41.0,29.0,13.196006774902344,12.0,1.6201107231015022,0.6745762711864407,0.8926476264319946,0.8926549868931117,2.546388626098633,35.0,False
102,52,111,21889,0,11,45.60360336303711,27.36296844482422,47.0,29.0,18.24063491821289,18.0,2.2447213815754483,0.7657657657657657,0.8924071862990954,0.892458760129993,1.7004613876342773,35.0,False
041,4,187,23708,33,332,50.87700653076172,26.361480712890625,49.0,29.0,24.515525817871094,20.0,2.6229832694581985,0.7272727272727273,0.8911761999153697,0.8916434214913596,1.0770673751831055,35.0,False
041,61,124,16156,0,12,43.83871078491211,28.45995330810547,44.5,30.0,15.37875747680664,14.5,1.6931210077911123,0.6048387096774194,0.8912056541462674,0.8912864020526409,1.252664566040039,37.0,False
042,3,86,17593,0,2217,47.627906799316406,27.95975685119629,46.0,30.0,19.668149948120117,16.0,2.3685608189612553,0.7325581395348837,0.9383816105507079,0.891246199359027,1.3006846904754639,35.0,False
041,41,9,36439,0,1083,51.55555725097656,28.6641788482666,55.0,28.0,22.89137840270996,27.0,4.008119794631892,0.8888888888888888,0.8913831639482728,0.8907455774094013,1.4747002124786377,35.0,True
109,73,600,28930,146,340,45.20166778564453,22.777809143066406,44.0,27.0,22.423858642578125,17.0,2.402748051556172,0.81,0.8904102719207282,0.8905678598948418,-5.516369819641113,30.0,False
023,54,568,26364,0,78,50.36091613769531,28.04445457458496,53.0,29.0,22.31646156311035,24.0,2.8776246249041795,0.8221830985915493,0.8904050631356032,0.8904228401571976,1.4453849792480469,35.0,False
040,72,446,22898,0,402,41.190582275390625,27.990217208862305,41.0,29.0,13.20036506652832,12.0,1.4633957495643446,0.695067264573991,0.8995685486855922,0.8901569506726458,-1.1423022747039795,36.0,False
023,15,570,26819,0,9,50.51227951049805,28.709943771362305,53.0,29.0,21.802335739135742,24.0,2.8384134821252327,0.7807017543859649,0.8900786493995158,0.8900691932231055,1.127339482307434,36.0,False
042,40,265,23523,0,5,52.045284271240234,28.749649047851562,51.0,30.0,23.295635223388672,21.0,2.7092895269674644,0.7132075471698113,0.8894481434870247,0.8894368331911235,-1.7425239086151123,37.0,False
073,5,197,28088,11,169,46.43147277832031,27.47988510131836,46.0,29.0,18.951587677001953,17.0,2.263354487896121,0.700507614213198,0.8871477351095253,0.8878260219982919,-1.1185656785964966,35.0,False
072,65,71,19328,0,148,39.2957763671875,29.698469161987305,40.0,30.0,9.597307205200195,10.0,1.3297451602387194,0.7183098591549296,0.88973524507975,0.8877195190035262,-1.614012360572815,36.0,False
073,23,229,28726,32,263,55.986900329589844,26.720914840698242,51.0,28.0,29.2659854888916,23.0,3.3260865624528715,0.74235807860262,0.8865425384912167,0.8872625590052318,-1.741777777671814,34.0,False
042,70,193,22576,0,302,54.06217575073242,28.73507308959961,57.0,30.0,25.327102661132812,27.0,3.1261322196188313,0.7668393782383419,0.8894620313010653,0.887257686299076,-1.6946330070495605,37.0,False
046,8,162,21163,1,3958,42.925926208496094,26.526012420654297,42.0,29.0,16.399913787841797,13.0,1.9266841206664553,0.6604938271604939,0.9174679136601674,0.8871457902718684,-1.6550105810165405,34.0,False
102,1,649,20850,8,625,55.667179107666016,27.57889747619629,58.0,29.0,28.088281631469727,29.0,3.412805286655127,0.8058551617873652,0.8877595489094087,0.88672019091026,-1.7316195964813232,34.0,False
103,30,235,24562,0,4,58.6638298034668,26.20356559753418,63.0,29.0,32.46026420593262,34.0,3.389537014055581,0.774468085106383,0.8865953635350923,0.8866138288345248,1.7060672044754028,35.0,False
023,29,505,23745,0,102,52.75643539428711,28.143482208251953,56.0,29.0,24.612953186035156,27.0,2.7189860277981945,0.8198019801980198,0.8857920687836314,0.8856695343707223,1.1629763841629028,36.0,False
046,39,241,27757,2,16,45.31120300292969,26.55913734436035,40.0,28.0,18.752065658569336,12.0,2.3191565031604338,0.6182572614107884,0.8855151786316248,0.8855893722152298,1.0902189016342163,34.0,False
023,49,509,25867,0,43,51.07465744018555,28.153322219848633,54.0,29.0,22.921335220336914,25.0,2.879430126344076,0.825147347740668,0.8851689422611647,0.8851518669354931,1.3861145973205566,35.0,False
102,67,601,28302,33,184,50.97171401977539,26.422372817993164,51.0,28.0,24.549341201782227,23.0,2.813840063042104,0.8053244592346089,0.8853777141741128,0.8850240774183356,1.744316577911377,34.0,False
044,8,251,29583,0,42,50.11155319213867,27.560693740844727,52.0,29.0,22.550859451293945,23.0,2.791580118435134,0.7370517928286853,0.8849105487928959,0.8849891909156622,-1.7404581308364868,35.0,False
023,19,563,26184,0,19,50.74067306518555,28.84173583984375,54.0,29.0,21.898937225341797,25.0,2.748693940358701,0.7673179396092362,0.8846686979262484,0.8846322763877524,1.1412781476974487,36.0,False
102,59,388,24239,7,1,50.42010498046875,26.38178062438965,50.0,28.0,24.0383243560791,22.0,2.8245545408390234,0.7860824742268041,0.8842409863460224,0.8842791796115493,1.7487781047821045,34.0,False
042,71,251,23711,0,333,51.557769775390625,28.763654708862305,51.0,30.0,22.79411506652832,21.0,2.7539787997714393,0.6812749003984063,0.8867373070242752,0.8838919815663315,-1.6918529272079468,37.0,False
042,56,209,23691,0,48,54.25837326049805,28.93292808532715,53.0,30.0,25.3254451751709,23.0,3.0774716408714076,0.7368421052631579,0.8842232903335387,0.8838849763909792,1.1049894094467163,37.0,False
072,66,70,19088,0,165,39.64285659790039,29.635740280151367,41.0,30.0,10.007116317749023,11.0,1.3696381275138305,0.7285714285714285,0.8864806609986828,0.8838147672718908,-1.5976777076721191,36.0,False
023,55,601,26188,0,65,49.539100646972656,28.013708114624023,51.0,29.0,21.525392532348633,22.0,2.781448066905149,0.8202995008319468,0.8837140926722862,0.8837364470762014,1.4475069046020508,34.0,False
023,5,602,28726,0,6,51.692691802978516,28.1694278717041,55.0,29.0,23.523263931274414,26.0,2.986030282803,0.7591362126245847,0.8836818393884434,0.8837008396532418,1.0720762014389038,36.0,False
072,56,92,21507,0,74,41.66304397583008,30.02655029296875,43.0,30.0,11.636493682861328,13.0,1.4980865786084379,0.75,0.8838990237758788,0.8834625566369774,-1.5543240308761597,37.0,False
