seq_id,frame_count,lane_count_total,road_count_total,raw9_count_total,raw10_count_total,lane_mean_avg,road_mean_avg,lane_median_avg,road_median_avg,lane_minus_road_mean_avg,lane_minus_road_median_avg,cohens_d_lane_vs_road_avg,frac_lane_above_road_p90_avg,auc_lane_vs_road_avg,auc_lane_vs_road_plus_other_marking_avg,lane_forward_median_x_avg,metric_std_lane_minus_road_median,lane_point_count_exact,road_point_count_exact,stop_line_point_count_exact,other_marking_point_count_exact,lane_median_exact,road_median_exact,lane_minus_road_median_exact,auc_lane_vs_road_exact,auc_lane_vs_road_surface_non_lane_exact
015,80,86680,1792910,463,1183,37.921169233322146,28.465559315681457,35.39375,29.0375,9.455609917640686,6.35625,1.1312355721114926,0.45428191204028645,0.7479136092889532,0.748033816323218,3.7270997539162636,1.1831992406344651,86680,1792910,463,1183,35.0,29.0,6.0,0.744731370872179,0.7448566752774023
115,80,90427,2221470,2287,47120,47.71950767040253,25.7123393535614,45.2375,27.9375,22.007168316841124,17.3,1.9248805818877586,0.5434319344412317,0.7480879605860187,0.7452712183437646,1.1893334552645682,15.080920967075912,90427,2221470,2287,47120,38.0,28.0,10.0,0.7537723339818972,0.7509478513755783
120,80,62562,1860917,0,3305,35.60049686431885,23.280538153648376,31.2875,26.3,12.319958710670472,4.9875,1.319287554208041,0.5354386878776871,0.7441735138328497,0.7437384268887677,-4.072673417627811,1.6284165641288206,62562,1860917,0,3305,31.0,26.0,5.0,0.7427010511978798,0.7422845850528067
105,80,33570,2000839,324,6980,42.41248469352722,26.521227645874024,38.625,28.725,15.891257047653198,9.9,1.6968044380325196,0.5336453335606469,0.7433379537152816,0.7431659652153427,1.1646365866065025,5.601423869614636,33570,2000839,324,6980,36.0,29.0,7.0,0.7336868850630655,0.7334961851540547
077,73,8987,2036316,824,232015,37.49198458945914,25.31571748811905,38.71917808219178,27.84931506849315,12.176267101340098,10.86986301369863,1.4331852079760963,0.6080057723437438,0.7736654768202844,0.7400642347586187,-2.057938089109447,7.68206216765009,8987,2036316,824,232015,34.0,28.0,6.0,0.7529856649811518,0.712125005059697
113,80,35320,2131451,120,70600,44.523149490356445,26.18748610019684,40.89375,27.8,18.335663390159606,13.09375,1.890252232687876,0.5485793521933184,0.7439580496208313,0.7385535488045087,-2.720255546271801,5.392266937153519,35320,2131451,120,70600,40.0,28.0,12.0,0.7559489152648348,0.7497806011202084
041,80,21312,1989757,11241,119324,41.31542534828186,27.278492546081544,37.5875,29.0625,14.036932802200317,8.525,1.643114338606877,0.5493084643017231,0.7436935612177831,0.7376435451452844,0.39346571192145346,7.029728914232392,21312,1989757,11241,119324,36.0,29.0,7.0,0.7364110722400359,0.728883432570626
110,80,31359,2101648,4766,19251,41.58424832820892,23.79764657020569,41.625,26.6375,17.786601758003236,14.9875,1.9396383236326329,0.6027449071483186,0.7391472873436871,0.7375114095899684,-4.183863924443722,10.64085005408016,31359,2101648,4766,19251,42.0,27.0,15.0,0.7659122935547449,0.7641016394265023
052,80,78392,2590419,22300,105902,42.29520742893219,27.40114574432373,42.4375,29.1375,14.89406168460846,13.3,1.2651790602014419,0.4556038155013198,0.7402282935275906,0.7341310956663449,0.7158952578902245,8.426750653856947,78392,2590419,22300,105902,38.0,29.0,9.0,0.7388823922655255,0.7338068626509974
072,80,13516,1728237,0,7369,36.56043164730072,29.787765049934386,36.2625,30.125,6.772666597366333,6.1375,0.8721680330018888,0.45551505499219225,0.7351888518024092,0.7338222103617851,-1.4502888172864914,3.8409642447065195,13516,1728237,0,7369,35.0,30.0,5.0,0.6912091511764397,0.6902854085227863
106,80,28826,2108270,0,264,37.92238521575928,26.641991543769837,36.9875,28.0625,11.28039367198944,8.925,1.2791065395853403,0.5251271849495112,0.7265021592200877,0.7265323730972002,-1.981717149913311,3.2139923514910604,28826,2108270,0,264,36.0,28.0,8.0,0.7224246419359466,0.7224561258338608
019,80,64286,1773966,4106,56745,38.25464730262756,27.504547715187073,33.33125,28.4375,10.750099587440491,4.89375,1.252877672988274,0.41902961280762885,0.7352501342024503,0.7247252178407035,0.9172574304044246,1.4855714282236416,64286,1773966,4106,56745,33.0,28.0,5.0,0.7305844403664323,0.719878718781192
119,80,42623,2233402,9454,67846,42.441257858276366,27.233610105514526,38.18125,28.7,15.20764775276184,9.48125,1.6484133455694092,0.5207937246401799,0.7251478664872373,0.7227017357331214,-2.0087743282318113,6.82300824092249,42623,2233402,9454,67846,39.0,29.0,10.0,0.7431109640477346,0.7405281611585155
088,80,55564,2497763,0,3861,33.7602472782135,23.615862703323366,31.93125,27.0125,10.144384574890136,4.91875,1.1045216314612583,0.4570513154081109,0.7202254060716433,0.7201397963007888,-4.00073604285717,3.003630450983601,55564,2497763,0,3861,31.0,27.0,4.0,0.7146479767461125,0.7145639352492329
013,80,72023,1298568,0,5989,38.42109332084656,28.479908752441407,35.41875,29.4875,9.941184568405152,5.93125,1.143491012559236,0.4818148962872352,0.7195388191621278,0.7185562556670176,-1.4608601861633361,1.584625000561667,72023,1298568,0,5989,35.0,29.0,6.0,0.7161139971846209,0.7151584496678721
027,37,10417,878381,811,40581,31.96376357207427,27.470814060520482,31.986486486486488,28.972972972972972,4.49294951155379,3.0135135135135136,0.5827634170259672,0.24887469064863812,0.7069898894175997,0.6984240129230079,-6.010089126793114,2.0631909162161306,10417,878381,811,40581,32.0,29.0,3.0,0.7289003847123715,0.7208807171466924
080,80,39385,2033901,0,3118,34.17946743965149,27.859306025505067,32.23125,28.4625,6.3201614141464235,3.76875,0.7119656512450373,0.2432707287378472,0.6963943802431599,0.6967547777036509,-1.6688225120306015,1.5218737409996612,39385,2033901,0,3118,32.0,29.0,3.0,0.6839462286177411,0.6843274652643604
067,50,7799,1180977,0,74204,32.45208549499512,27.436799850463867,33.89,29.0,5.01528564453125,4.89,0.6056454112845511,0.3426852114075083,0.7048633705894707,0.6940971194398367,-6.996854391098022,2.1435475078400636,7799,1180977,0,74204,34.0,29.0,5.0,0.7234516293728925,0.7107956062828623
112,80,36820,1960571,0,6853,36.33777229785919,22.95350589752197,36.05,26.5625,13.38426640033722,9.4875,1.3760735279656615,0.5549586310810535,0.6926422469719989,0.6928303615034367,-4.933732526004315,7.853877136545323,36820,1960571,0,6853,34.0,27.0,7.0,0.7008112389746772,0.7010362717740142
005,80,21051,1322857,896,24506,33.88755729198456,26.951381611824036,34.18125,28.925,6.936175680160522,5.25625,0.6632232247559176,0.31023988210279835,0.6937056417722964,0.6919553456410588,0.4160939782857895,2.701375352939379,21051,1322857,896,24506,33.0,28.0,5.0,0.6571651072325467,0.6560315965425301
095,80,30926,2402264,0,0,31.589245891571046,25.71403639316559,30.83125,28.0,5.875209498405456,2.83125,0.655103883441865,0.3441137062828013,0.6906263730542838,0.6906263730542838,-1.4840427450835705,1.8976063369747116,30926,2402264,0,0,30.0,28.0,2.0,0.6762531596726984,0.6762531596726984
089,80,60785,2548356,204,14925,33.15218183994293,25.09231216907501,30.925,27.55,8.05986967086792,3.375,0.8995941256466446,0.3982412372391216,0.6702773676335754,0.6694631437695376,-3.9132378146052362,1.701637335113791,60785,2548356,204,14925,31.0,28.0,3.0,0.677349644386159,0.6764480280172954
043,80,33280,2534946,10,122337,36.02485547065735,27.296092987060547,35.075,28.8,8.728762483596801,6.275,1.0137056273671738,0.5045765858500688,0.672017563319071,0.6641564597074003,0.27687352858483794,6.230234569003812,33280,2534946,10,122337,35.0,29.0,6.0,0.6721303481059777,0.663191175001096
037,7,10,179174,0,25563,32.0,29.11220577784947,32.0,29.0,2.88779422215053,3.0,0.31136258449185655,0.0,0.6910743032697432,0.6621773308658104,8.706849098205566,0.9574271077563381,10,179174,0,25563,32.0,29.0,3.0,0.6856022637212988,0.6568243649169422
090,80,65727,2359404,0,2546,31.97699978351593,25.147092747688294,30.08125,27.6875,6.829907035827636,2.39375,0.7552135368817628,0.3205594007725642,0.6547932406219481,0.6544208282454755,-3.545097330212593,1.1100625766372962,65727,2359404,0,2546,30.0,28.0,2.0,0.64907227502318,0.6487484042177682
011,80,43521,1516313,9163,187915,34.78914678096771,27.67207524776459,34.19375,28.775,7.117071533203125,5.41875,0.8523232506912928,0.5011330904133199,0.6717386812847472,0.6490292975611256,-1.8229345664381982,7.694089359758526,43521,1516313,9163,187915,35.0,29.0,6.0,0.7334263244185313,0.6987303877473324
123,80,75604,2212825,0,32798,38.27030699253082,26.54347696304321,30.5375,28.075,11.72683002948761,2.4625,1.1197378113611411,0.29199295055080476,0.6382589497758349,0.6385360519820757,-4.3399506762623785,0.8815083448415656,75604,2212825,0,32798,30.0,28.0,2.0,0.638811148539511,0.6391155702094327
124,80,63805,2200586,313,412,37.437415766716,26.17447714805603,29.89375,28.225,11.262938618659973,1.66875,1.107106189780957,0.3091366371421348,0.6376442811008255,0.6376800978712678,-4.6557747855782505,6.524027523438439,63805,2200586,313,412,31.0,28.0,3.0,0.6899764014550244,0.6900007398690696
056,80,79139,2148541,558,68695,33.776120114326474,27.77199718952179,32.625,29.075,6.004122924804688,3.55,0.5830590832152386,0.2701486160367622,0.6351901176692432,0.6304384343978956,-3.2114503913966472,3.5503610085650785,79139,2148541,558,68695,32.0,29.0,3.0,0.6646145588151829,0.6595738624506867
122,80,58875,1588598,318,22574,37.52669317722321,27.638545203208924,30.88125,28.8625,9.888147974014283,2.01875,0.9864179451922791,0.33588731822083034,0.617536908360858,0.6166148957199964,-2.5948643922805785,2.0227249292082465,58875,1588598,318,22574,31.0,29.0,2.0,0.6415373083647534,0.6407820551193283
058,39,3787,1173218,4140,19867,30.217130034397808,25.321283633892353,27.974358974358974,27.794871794871796,4.895846400505457,0.1794871794871795,0.4227364522613765,0.3609465718057781,0.6120566546625371,0.6118418935738869,-5.612946595089176,15.600897064072267,3787,1173218,4140,19867,34.0,28.0,6.0,0.7804740514582313,0.7791204149076298
057,80,105804,2453822,1992,11388,33.35012505054474,28.810087752342223,31.19375,29.8875,4.540037298202515,1.30625,0.47754297816804525,0.2017923813320562,0.6021337528002247,0.603124840711624,-2.121050773561001,0.7441491190563925,105804,2453822,1992,11388,31.0,30.0,1.0,0.6062508193348849,0.607259225669301
040,80,37310,1356671,0,61417,35.639982557296754,28.84674780368805,35.46875,29.4875,6.793234753608703,5.98125,0.6462363869195799,0.34355272331458153,0.6156692162048067,0.5991219428141146,-1.6306277859956027,9.1873756772782,37310,1356671,0,61417,31.0,30.0,1.0,0.6081643367940677,0.5950733050884022
039,80,12741,2074832,0,2876,32.759993171691896,29.997561049461364,32.025,30.3125,2.7624321222305297,1.7125,0.35196606299665145,0.23764360011325486,0.5921899603237366,0.5922895947764069,-1.5972221672534943,2.793272886368519,12741,2074832,0,2876,31.0,30.0,1.0,0.5717822042281399,0.5718761556700585
098,80,56330,2328031,5200,40977,28.28351221084595,22.317501521110536,27.06875,26.5,5.966010689735413,0.56875,0.5308271881753649,0.4135457798295044,0.5884791960365174,0.587161993868142,-4.977331870794297,9.943429784841644,56330,2328031,5200,40977,30.0,27.0,3.0,0.6257891272294551,0.6238480588938248
149,34,23514,809228,3317,0,30.90585142023423,27.22872206744026,29.926470588235293,28.61764705882353,3.677129352793974,1.3088235294117647,0.4198840494024837,0.18435374940307028,0.5820455636763513,0.5808878314614183,-2.5038537172710194,2.6742733532521386,23514,809228,3317,0,30.0,29.0,1.0,0.6200659658194096,0.6189715566962641
054,70,42734,1741338,2034,118026,29.630159732273647,24.915028517586844,28.192857142857143,27.928571428571427,4.715131214686802,0.2642857142857143,0.5365605074653123,0.22244735372925195,0.5908305988761606,0.5763542666763642,-3.051760768038886,7.607548419869737,42734,1741338,2034,118026,29.0,28.0,1.0,0.6273858550052612,0.6080012701837538
117,80,44722,2076437,640,12734,33.417515182495116,25.780698394775392,29.43125,28.0375,7.636816787719726,1.39375,0.7546697460066811,0.39218820999174037,0.5691368185546469,0.5695799307603069,-4.892440134286881,2.994397458461469,44722,2076437,640,12734,29.0,28.0,1.0,0.5702076222432216,0.5706059579166676
084,80,44197,2504930,4459,28494,27.811484521627428,25.45935184955597,27.46875,27.8,2.352132672071457,-0.33125,0.2550945032809367,0.30294144788976196,0.5707737779560916,0.5692234326614819,-4.356616770848632,7.817111929865827,44197,2504930,4459,28494,30.0,28.0,2.0,0.6166051962955573,0.6145005087075934
003,80,43135,2208693,0,7479,32.4674339056015,29.984890580177307,31.275,30.2375,2.4825433254241944,1.0375,0.23557313577247752,0.13498856515509677,0.5464473117431933,0.5461246130927201,-5.10640966296196,0.6303254132448401,43135,2208693,0,7479,31.0,30.0,1.0,0.5498019977571147,0.5494823336646933
001,80,24246,1975744,3921,14968,29.575419449806212,28.719647789001463,29.0625,29.2375,0.8557716608047485,-0.175,0.09203067468313032,0.12816520244631027,0.5275372829826365,0.527294349867236,-4.134480258822441,3.6786245365642656,24246,1975744,3921,14968,30.0,29.0,1.0,0.5644166293044391,0.5635704716295282
158,80,49634,2148608,0,73504,26.420134973526,23.111057567596436,26.4,26.7,3.3090774059295653,-0.3,0.2788876931542398,0.3339457171056932,0.5246857790527238,0.5227395576181212,-2.519509994983673,11.650392507105513,49634,2148608,0,73504,28.0,27.0,1.0,0.609402846763402,0.6062238647673787
097,80,43171,2273766,0,54714,27.4983167886734,24.419402956962585,25.075,27.0625,3.0789138317108153,-1.9875,0.34719870405562525,0.3229052950272943,0.524311931897425,0.5219626093120475,-4.682099203765392,6.412495219234776,43171,2273766,0,54714,29.0,27.0,2.0,0.6091550667575181,0.606632492878675
017,80,58567,1460914,13926,144729,29.051085591316223,27.61094810962677,25.4,28.85,1.4401374816894532,-3.45,0.11656330582443439,0.3144907543746694,0.5100020898214052,0.4985453487947108,-0.03999239355325699,11.845417850402447,58567,1460914,13926,144729,33.0,29.0,4.0,0.6961790990068457,0.6647574235965263
078,80,26738,1939242,23806,324015,29.350255846977234,24.578343534469603,23.24375,26.425,4.771912312507629,-3.18125,0.4034458382759826,0.3032510557019382,0.5181446861668545,0.4933795681208927,0.004218074982054532,10.186316134521109,26738,1939242,23806,324015,30.0,27.0,3.0,0.6463330742654129,0.617938882932177
116,80,52255,2140476,32,10152,27.318590545654295,25.75069236755371,25.6,28.0,1.5678981781005858,-2.4,0.14560906521971786,0.22425713970262,0.4660920218522534,0.4657783146679444,-5.7400189399719235,5.25754430812511,52255,2140476,32,10152,28.0,28.0,0.0,0.48061264402165554,0.48031997348564337
002,80,63476,1675104,0,9218,24.45209367275238,26.85973677635193,24.125,28.8625,-2.4076431035995483,-4.7375,-0.21580822676053826,0.05296471576813715,0.38886695961466466,0.38928740788258576,-4.9215978845953945,2.7316418302199863,63476,1675104,0,9218,26.0,29.0,-3.0,0.3702547468245873,0.370905029676171
071,44,3951,1386784,0,61488,15.148159671913493,25.828350370580498,15.738636363636363,27.886363636363637,-10.680190698667007,-12.147727272727273,-1.3858097705959016,0.016733191842084702,0.23150970553533598,0.2313338492834086,4.837011900815097,10.153232699464317,3951,1386784,0,61488,29.0,28.0,1.0,0.5955195148102561,0.5894723161922454
064,57,850,1400699,0,14297,9.167218502414855,28.833280964901572,8.008771929824562,29.087719298245613,-19.666062462486718,-21.07894736842105,-2.1440689659427625,0.007966791512633273,0.08094549423986894,0.07923248172550561,-8.431637868546604,8.966599467749052,850,1400699,0,14297,27.0,29.0,-2.0,0.2760187550056415,0.2752875431117411
029,10,20,417963,0,5827,0.8999999970197677,24.907055854797363,0.9,27.6,-24.007055857777594,-26.7,-2.7039302189884213,0.0,0.016860999007614254,0.016653657592661464,22.47238883972168,0.7149203529842405,20,417963,0,5827,1.0,28.0,-27.0,0.01709319963728847,0.01687569314990915
