split,sequence,error,lid_frame,cam_frame,dt_seconds,dt_ok,n_forward_lidar,n_active,n_road,n_marking,n_other,n_projected,n_road_projected,n_marking_projected,n_other_projected,valid_ratio_overall,valid_ratio_road,valid_ratio_marking,valid_ratio_other
train,115,,40,40,-0.049677133560180664,True,57509,57484,26070,2342,29072,49072,24372,2315,22360,0.8532925281260324,0.934867663981588,0.988471391972673,0.7691249312052835
train,119,,40,40,-0.04964399337768555,True,58318,58282,28172,1351,28759,48542,25765,1172,21570,0.8323673651359786,0.9145605565810024,0.8675055514433753,0.7500260787927258
train,120,,40,40,-0.04968905448913574,True,57455,57400,23552,665,33183,49605,21972,587,26993,0.8633713340875467,0.9329144021739131,0.8827067669172932,0.8134586987312781
train,122,,40,40,-0.04966998100280762,True,57443,57385,19563,2048,35774,50211,18361,1872,29930,0.8741012830109848,0.9385574809589531,0.9140625,0.8366411360205736
train,139,,40,40,-0.04980802536010742,True,68305,68282,29936,0,38346,61682,28832,0,32839,0.9030378449601054,0.963121325494388,0.0,0.856386585302248
train,149,,40,40,-0.04982900619506836,True,67165,67093,26823,1162,39108,60401,26076,1162,33093,0.8992927864214993,0.9721507661335421,1.0,0.8461951518870819
train,158,,40,40,-0.04964900016784668,True,54745,54701,30296,1070,23335,46613,26933,806,18830,0.8514567540414649,0.8889952468972802,0.7532710280373832,0.80694236125991
val,013,,40,40,-0.04983997344970703,True,59562,59365,15316,818,43231,50393,14910,796,34490,0.846059568181055,0.973491773308958,0.9731051344743277,0.7978071291434388
val,034,,40,40,-0.04983401298522949,True,71549,71536,25854,78,45604,62266,25235,78,36940,0.8702567471243483,0.97605786338671,1.0,0.8100166652048066
val,037,,40,40,-0.049829959869384766,True,67624,67604,21962,2050,43592,57719,20821,1694,35185,0.8535283331361647,0.948046625990347,0.8263414634146341,0.8071435125711139
val,038,,40,40,-0.04983711242675781,True,64665,63708,24467,16,39225,57974,23831,16,33179,0.8965282610376556,0.9740058037356439,1.0,0.8458636073932441
val,054,,40,39,-0.14994287490844727,False,62823,62727,24537,1673,36517,56329,23638,1604,31008,0.8966302150486287,0.9633614541304968,0.958756724447101,0.8491387572911246
val,106,,40,40,-0.04967308044433594,True,66979,66954,28671,577,37706,57797,27034,572,30167,0.862912256080264,0.942903979630986,0.9913344887348353,0.800058346151806
val,116,,40,40,-0.04967808723449707,True,53366,53317,27603,1033,24681,47817,26982,995,19807,0.8960199377881047,0.9775024453863711,0.9632139399806389,0.8025201572059479
val,123,,40,40,-0.04968905448913574,True,60181,60132,30165,1524,28443,49374,27414,1401,20521,0.8204250510958608,0.9088015912481353,0.9192913385826772,0.721478043806912
val,124,,40,40,-0.04969596862792969,True,61922,61857,27737,777,33343,54278,26485,728,27004,0.8765543748586931,0.95486173702996,0.9369369369369369,0.8098851333113397
test,001,,40,40,-0.04983186721801758,True,63581,63557,21744,392,41421,56812,21312,362,35114,0.8935373775184411,0.9801324503311258,0.923469387755102,0.8477342410854397
test,002,,40,40,-0.04980897903442383,True,62089,61979,17605,553,43821,55096,17602,553,36843,0.8873713540240622,0.9998295938653792,1.0,0.8407612788389128
test,015,,40,40,-0.04985308647155762,True,65602,65558,22809,846,41903,58081,21747,743,35550,0.8853541050577727,0.9534394318032355,0.8782505910165485,0.8483879435839916
test,065,,40,40,-0.04982304573059082,True,60348,60192,18101,2984,39107,53892,16989,2896,33876,0.8930204812089879,0.9385669300038672,0.9705093833780161,0.8662387807809344
test,090,,40,40,-0.049694061279296875,True,53953,53892,28947,800,24145,47287,27205,725,19308,0.876448019572591,0.939821052267938,0.90625,0.7996686684613792
test,101,,40,40,-0.0496981143951416,True,63433,63388,29115,1424,32849,53823,27100,1391,25287,0.8485015685841755,0.9307916881332646,0.9768258426966292,0.7697951231392127
test,102,,40,40,-0.04965710639953613,True,54889,54544,19531,279,34734,50568,18502,279,31446,0.9212774872925359,0.947314525625928,1.0,0.9053377094489549
test,103,,40,40,-0.04966402053833008,True,70796,70752,22256,367,48129,58759,19964,367,38386,0.829976269845754,0.8970165348670022,1.0,0.7975648777244488
test,117,,40,40,-0.0496981143951416,True,55911,55828,27496,1010,27322,48593,25155,732,22626,0.8691134123875445,0.9148603433226651,0.7247524752475247,0.8281238562330723
