split,sequence,ok,error,num_images,num_lidar_pkls,num_cam_poses,num_cam_timestamps,num_lid_poses,num_lid_timestamps,image_width,image_height,fx,fy,cx,cy,cam_ts_first,cam_ts_last,lid_ts_first,lid_ts_last
train,112,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596165.550035,1557596173.450538,1557596165.599703,1557596173.500232
train,113,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596481.450454,1557596489.350219,1557596481.500144,1557596489.399871
train,115,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596513.450624,1557596521.350106,1557596513.500325,1557596521.399767
train,119,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596713.849804,1557596721.750407,1557596713.899479,1557596721.800055
train,120,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596785.850605,1557596793.75001,1557596785.900268,1557596793.799658
train,122,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596921.850356,1557596929.750609,1557596921.900006,1557596929.800296
train,139,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557541854.950187,1557541862.85012,1557541855.000015,1557541862.89997
train,149,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557551900.150249,1557551908.049887,1557551900.200111,1557551908.099759
train,158,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557595961.349938,1557595969.250416,1557595961.399617,1557595969.300106
val,013,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557540617.250686,1557540625.150518,1557540617.300505,1557540625.200386
val,034,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557541718.449979,1557541726.350294,1557541718.499809,1557541726.40016
val,037,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557541830.949972,1557541838.850604,1557541830.999827,1557541838.900428
val,038,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557541878.950483,1557541886.850179,1557541879.000276,1557541886.900039
val,054,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557542774.84975,1557542782.250014,1557542774.399833,1557542782.299887
val,106,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557595776.850543,1557595784.750172,1557595776.900244,1557595784.799834
val,116,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596545.450593,1557596553.350289,1557596545.500288,1557596553.399953
val,123,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596969.850762,1557596977.750103,1557596969.900413,1557596977.799789
val,124,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557597009.850688,1557597017.750448,1557597009.900387,1557597017.800115
test,001,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557539924.449972,1557539932.35051,1557539924.49981,1557539932.400371
test,002,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557539956.45018,1557539964.350556,1557539956.500022,1557539964.400416
test,015,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557540667.250731,1557540675.150021,1557540667.300566,1557540675.199851
test,065,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557551244.650011,1557551252.550655,1557551244.699832,1557551252.600464
test,090,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557593231.950605,1557593239.850123,1557593232.000264,1557593239.89978
test,101,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557595528.850796,1557595536.749928,1557595528.900469,1557595536.799623
test,102,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557595568.849977,1557595576.750736,1557595568.899667,1557595576.800379
test,103,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557595583.850392,1557595591.750057,1557595583.900059,1557595591.799744
test,117,True,,80,80,80,80,80,80,1920,1080,1970.0131,1970.0091,970.0002,483.2988,1557596569.450387,1557596577.350194,1557596569.500043,1557596577.399874
