split,sequence,lidar_frame,same_index_cam_frame,same_index_dt_s,nearest_cam_frame,nearest_dt_s
train,005,27,27,-0.04985499382019043,27,-0.04985499382019043
train,005,28,28,-0.049859046936035156,28,-0.049859046936035156
train,005,29,29,-0.04984617233276367,29,-0.04984617233276367
train,005,30,30,-0.049848079681396484,30,-0.049848079681396484
train,005,31,31,-0.04985499382019043,31,-0.04985499382019043
train,005,32,32,-0.04984092712402344,32,-0.04984092712402344
train,005,33,33,-0.049857139587402344,33,-0.049857139587402344
train,005,34,34,-0.04987215995788574,34,-0.04987215995788574
train,005,35,35,-0.049865007400512695,35,-0.049865007400512695
train,005,36,36,-0.04987192153930664,36,-0.04987192153930664
train,005,37,37,-0.049867868423461914,37,-0.049867868423461914
train,005,38,38,-0.04986095428466797,38,-0.04986095428466797
train,005,39,39,-0.04987192153930664,39,-0.04987192153930664
train,005,40,40,-0.049870967864990234,40,-0.049870967864990234
train,005,41,41,-0.049868106842041016,41,-0.049868106842041016
train,005,42,42,-0.04986691474914551,42,-0.04986691474914551
train,005,43,43,-0.049870967864990234,43,-0.049870967864990234
train,005,44,44,-0.04987311363220215,44,-0.04987311363220215
train,005,45,45,-0.049855947494506836,45,-0.049855947494506836
train,005,46,46,-0.049852848052978516,46,-0.049852848052978516
train,005,47,47,-0.04984402656555176,47,-0.04984402656555176
train,005,48,48,-0.04984092712402344,48,-0.04984092712402344
train,005,49,49,-0.04984402656555176,49,-0.04984402656555176
train,005,50,50,-0.049835205078125,50,-0.049835205078125
train,005,51,51,-0.0498349666595459,51,-0.0498349666595459
train,005,52,52,-0.04983782768249512,52,-0.04983782768249512
train,005,53,53,-0.049835920333862305,53,-0.049835920333862305
train,005,54,54,-0.04983401298522949,54,-0.04983401298522949
train,005,55,55,-0.0498349666595459,55,-0.0498349666595459
train,005,56,56,-0.0498349666595459,56,-0.0498349666595459
train,005,57,57,-0.049832820892333984,57,-0.049832820892333984
train,005,58,58,-0.04983711242675781,58,-0.04983711242675781
train,005,59,59,-0.0498349666595459,59,-0.0498349666595459
train,005,60,60,-0.04982304573059082,60,-0.04982304573059082
train,005,61,61,-0.049826860427856445,61,-0.049826860427856445
train,005,62,62,-0.04982805252075195,62,-0.04982805252075195
train,005,63,63,-0.0498199462890625,63,-0.0498199462890625
train,005,64,64,-0.04982185363769531,64,-0.04982185363769531
train,005,65,65,-0.04982399940490723,65,-0.04982399940490723
train,005,66,66,-0.04982709884643555,66,-0.04982709884643555
train,005,67,67,-0.049818992614746094,67,-0.049818992614746094
train,005,68,68,-0.04981493949890137,68,-0.04981493949890137
train,005,69,69,-0.04983806610107422,69,-0.04983806610107422
train,005,70,70,-0.04982805252075195,70,-0.04982805252075195
train,005,71,71,-0.049816131591796875,71,-0.049816131591796875
train,005,72,72,-0.04982304573059082,72,-0.04982304573059082
train,005,73,73,-0.04982781410217285,73,-0.04982781410217285
train,005,74,74,-0.0498051643371582,74,-0.0498051643371582
train,005,75,75,-0.049809932708740234,75,-0.049809932708740234
train,005,76,76,-0.04982399940490723,76,-0.04982399940490723
train,005,77,77,-0.04982805252075195,77,-0.04982805252075195
train,005,78,78,-0.04981398582458496,78,-0.04981398582458496
train,005,79,79,-0.04983687400817871,79,-0.04983687400817871
train,011,0,0,-0.04982495307922363,0,-0.04982495307922363
train,011,1,1,-0.049836158752441406,1,-0.049836158752441406
train,011,2,2,-0.04983878135681152,2,-0.04983878135681152
train,011,3,3,-0.04984402656555176,3,-0.04984402656555176
train,011,4,4,-0.04984903335571289,4,-0.04984903335571289
train,011,5,5,-0.049855947494506836,5,-0.049855947494506836
train,011,6,6,-0.04985618591308594,6,-0.04985618591308594
train,011,7,7,-0.04985690116882324,7,-0.04985690116882324
train,011,8,8,-0.04986000061035156,8,-0.04986000061035156
train,011,9,9,-0.0498659610748291,9,-0.0498659610748291
train,011,10,10,-0.04986906051635742,10,-0.04986906051635742
train,011,11,11,-0.04986405372619629,11,-0.04986405372619629
train,011,12,12,-0.04986691474914551,12,-0.04986691474914551
train,011,13,13,-0.04986691474914551,13,-0.04986691474914551
train,011,14,14,-0.04986381530761719,14,-0.04986381530761719
train,011,15,15,-0.04985499382019043,15,-0.04985499382019043
train,011,16,16,-0.04985785484313965,16,-0.04985785484313965
train,011,17,17,-0.049868106842041016,17,-0.049868106842041016
train,011,18,18,-0.04986310005187988,18,-0.04986310005187988
train,011,19,19,-0.049868106842041016,19,-0.049868106842041016
train,011,20,20,-0.04986906051635742,20,-0.04986906051635742
train,011,21,21,-0.04985404014587402,21,-0.04985404014587402
train,011,22,22,-0.049861907958984375,22,-0.049861907958984375
train,011,23,23,-0.0498499870300293,23,-0.0498499870300293
train,011,24,24,-0.0498349666595459,24,-0.0498349666595459
train,011,25,25,-0.04983997344970703,25,-0.04983997344970703
train,011,26,26,-0.049844980239868164,26,-0.049844980239868164
train,011,27,27,-0.04983687400817871,27,-0.04983687400817871
train,011,28,28,-0.04983210563659668,28,-0.04983210563659668
train,011,29,29,-0.04982781410217285,29,-0.04982781410217285
train,011,30,30,-0.04983115196228027,30,-0.04983115196228027
train,011,31,31,-0.049829959869384766,31,-0.049829959869384766
train,011,32,32,-0.04982805252075195,32,-0.04982805252075195
train,011,33,33,-0.04981493949890137,33,-0.04981493949890137
train,011,34,34,-0.049818992614746094,34,-0.049818992614746094
train,011,35,35,-0.04981493949890137,35,-0.04981493949890137
train,011,36,36,-0.049820899963378906,36,-0.049820899963378906
train,011,37,37,-0.0498199462890625,37,-0.0498199462890625
train,011,38,38,-0.049832820892333984,38,-0.049832820892333984
train,011,39,39,-0.049839019775390625,39,-0.049839019775390625
train,011,40,40,-0.04984593391418457,40,-0.04984593391418457
train,011,41,41,-0.049845218658447266,41,-0.049845218658447266
train,011,42,42,-0.04984307289123535,42,-0.04984307289123535
train,011,43,43,-0.049835920333862305,43,-0.049835920333862305
train,011,44,44,-0.04983711242675781,44,-0.04983711242675781
train,011,45,45,-0.04984116554260254,45,-0.04984116554260254
train,011,46,46,-0.04982590675354004,46,-0.04982590675354004
train,011,47,47,-0.04981708526611328,47,-0.04981708526611328
train,011,48,48,-0.049829959869384766,48,-0.049829959869384766
train,011,49,49,-0.049829959869384766,49,-0.049829959869384766
train,011,50,50,-0.049813032150268555,50,-0.049813032150268555
train,011,51,51,-0.04981422424316406,51,-0.04981422424316406
train,011,52,52,-0.04982280731201172,52,-0.04982280731201172
train,011,53,53,-0.04983210563659668,53,-0.04983210563659668
train,011,54,54,-0.04982709884643555,54,-0.04982709884643555
train,011,55,55,-0.049835920333862305,55,-0.049835920333862305
train,011,56,56,-0.04984092712402344,56,-0.04984092712402344
train,011,57,57,-0.04984092712402344,57,-0.04984092712402344
train,011,58,58,-0.049855947494506836,58,-0.049855947494506836
train,011,59,59,-0.04986381530761719,59,-0.04986381530761719
train,011,60,60,-0.04986405372619629,60,-0.04986405372619629
train,011,61,61,-0.04986000061035156,61,-0.04986000061035156
train,011,62,62,-0.04986000061035156,62,-0.04986000061035156
train,011,63,63,-0.049861907958984375,63,-0.049861907958984375
train,011,64,64,-0.04985690116882324,64,-0.04985690116882324
train,011,65,65,-0.049859046936035156,65,-0.049859046936035156
train,011,66,66,-0.049859046936035156,66,-0.049859046936035156
train,011,67,67,-0.049865007400512695,67,-0.049865007400512695
train,011,68,68,-0.04987287521362305,68,-0.04987287521362305
train,011,69,69,-0.04986906051635742,69,-0.04986906051635742
train,011,70,70,-0.049867868423461914,70,-0.049867868423461914
train,011,71,71,-0.04987287521362305,71,-0.04987287521362305
train,011,72,72,-0.04987311363220215,72,-0.04987311363220215
train,011,73,73,-0.0498661994934082,73,-0.0498661994934082
train,011,74,74,-0.049857139587402344,74,-0.049857139587402344
train,011,75,75,-0.0498499870300293,75,-0.0498499870300293
train,011,76,76,-0.04985213279724121,76,-0.04985213279724121
train,011,77,77,-0.04984021186828613,77,-0.04984021186828613
train,011,78,78,-0.049829959869384766,78,-0.049829959869384766
train,011,79,79,-0.049822092056274414,79,-0.049822092056274414
train,016,0,0,-0.04986906051635742,0,-0.04986906051635742
train,016,1,1,-0.04986906051635742,1,-0.04986906051635742
train,016,2,2,-0.049859046936035156,2,-0.049859046936035156
train,016,3,3,-0.049855947494506836,3,-0.049855947494506836
train,016,4,4,-0.04984903335571289,4,-0.04984903335571289
train,016,5,5,-0.04983997344970703,5,-0.04983997344970703
train,016,6,6,-0.049839019775390625,6,-0.049839019775390625
train,016,7,7,-0.04983210563659668,7,-0.04983210563659668
train,016,8,8,-0.04982495307922363,8,-0.04982495307922363
train,016,9,9,-0.049818992614746094,9,-0.049818992614746094
train,016,10,10,-0.04981184005737305,10,-0.04981184005737305
train,016,11,11,-0.04980897903442383,11,-0.04980897903442383
train,016,12,12,-0.04981589317321777,12,-0.04981589317321777
train,016,13,13,-0.04982185363769531,13,-0.04982185363769531
train,016,14,14,-0.04981803894042969,14,-0.04981803894042969
train,016,15,15,-0.049813032150268555,15,-0.049813032150268555
train,016,16,16,-0.04981589317321777,16,-0.04981589317321777
train,016,17,17,-0.049822092056274414,17,-0.049822092056274414
train,016,18,18,-0.04980921745300293,18,-0.04980921745300293
train,016,19,19,-0.04979991912841797,19,-0.04979991912841797
train,016,20,20,-0.049800872802734375,20,-0.049800872802734375
train,016,21,21,-0.04980802536010742,21,-0.04980802536010742
train,016,22,22,-0.04981589317321777,22,-0.04981589317321777
train,016,23,23,-0.04982399940490723,23,-0.04982399940490723
train,016,24,24,-0.049836158752441406,24,-0.049836158752441406
train,016,25,25,-0.04984712600708008,25,-0.04984712600708008
train,016,26,26,-0.04985404014587402,26,-0.04985404014587402
train,016,27,27,-0.04985308647155762,27,-0.04985308647155762
train,016,28,28,-0.04985404014587402,28,-0.04985404014587402
train,016,29,29,-0.049859046936035156,29,-0.049859046936035156
train,016,30,30,-0.04986000061035156,30,-0.04986000061035156
train,016,31,31,-0.04986405372619629,31,-0.04986405372619629
train,016,32,32,-0.049859046936035156,32,-0.049859046936035156
train,016,33,33,-0.04985809326171875,33,-0.04985809326171875
train,016,34,34,-0.04986119270324707,34,-0.04986119270324707
train,016,35,35,-0.049858808517456055,35,-0.049858808517456055
train,016,36,36,-0.04986310005187988,36,-0.04986310005187988
train,016,37,37,-0.049857139587402344,37,-0.049857139587402344
train,016,38,38,-0.04985809326171875,38,-0.04985809326171875
train,016,39,39,-0.049861907958984375,39,-0.049861907958984375
train,016,40,40,-0.04985809326171875,40,-0.04985809326171875
train,016,41,41,-0.049855947494506836,41,-0.049855947494506836
train,016,42,42,-0.049859046936035156,42,-0.049859046936035156
train,016,43,43,-0.049865007400512695,43,-0.049865007400512695
train,016,44,44,-0.049870967864990234,44,-0.049870967864990234
train,016,45,45,-0.04987001419067383,45,-0.04987001419067383
train,016,46,46,-0.04987502098083496,46,-0.04987502098083496
train,016,47,47,-0.04987311363220215,47,-0.04987311363220215
train,016,48,48,-0.04986000061035156,48,-0.04986000061035156
train,016,49,49,-0.04984402656555176,49,-0.04984402656555176
train,016,50,50,-0.049841880798339844,50,-0.049841880798339844
train,016,51,51,-0.04983210563659668,51,-0.04983210563659668
train,016,52,52,-0.04983091354370117,52,-0.04983091354370117
train,016,53,53,-0.04983806610107422,53,-0.04983806610107422
train,016,54,54,-0.04984593391418457,54,-0.04984593391418457
train,016,55,55,-0.049848079681396484,55,-0.049848079681396484
train,016,56,56,-0.04984116554260254,56,-0.04984116554260254
train,016,57,57,-0.049833059310913086,57,-0.049833059310913086
train,016,58,58,-0.04983091354370117,58,-0.04983091354370117
train,016,59,59,-0.0498349666595459,59,-0.0498349666595459
train,016,60,60,-0.049833059310913086,60,-0.049833059310913086
train,016,61,61,-0.04983401298522949,61,-0.04983401298522949
train,016,62,62,-0.04983115196228027,62,-0.04983115196228027
train,016,63,63,-0.04981493949890137,63,-0.04981493949890137
train,016,64,64,-0.04981207847595215,64,-0.04981207847595215
train,016,65,65,-0.049813032150268555,65,-0.049813032150268555
train,016,66,66,-0.049820899963378906,66,-0.049820899963378906
train,016,67,67,-0.04984116554260254,67,-0.04984116554260254
train,016,68,68,-0.04983806610107422,68,-0.04983806610107422
train,016,69,69,-0.04982805252075195,69,-0.04982805252075195
train,016,70,70,-0.049826860427856445,70,-0.049826860427856445
train,016,71,71,-0.04982900619506836,71,-0.04982900619506836
train,016,72,72,-0.049826860427856445,72,-0.049826860427856445
train,016,73,73,-0.049818992614746094,73,-0.049818992614746094
train,016,74,74,-0.04981803894042969,74,-0.04981803894042969
train,016,75,75,-0.04981493949890137,75,-0.04981493949890137
train,016,76,76,-0.049816131591796875,76,-0.049816131591796875
train,016,77,77,-0.049832820892333984,77,-0.049832820892333984
train,016,78,78,-0.04983997344970703,78,-0.04983997344970703
train,016,79,79,-0.04984903335571289,79,-0.04984903335571289
train,017,0,0,-0.04982590675354004,0,-0.04982590675354004
train,017,1,1,-0.04982113838195801,1,-0.04982113838195801
train,017,2,2,-0.04982304573059082,2,-0.04982304573059082
train,017,3,3,-0.04983401298522949,3,-0.04983401298522949
train,017,4,4,-0.04982709884643555,4,-0.04982709884643555
train,017,5,5,-0.04982399940490723,5,-0.04982399940490723
train,017,6,6,-0.0498199462890625,6,-0.0498199462890625
train,017,7,7,-0.04981493949890137,7,-0.04981493949890137
train,017,8,8,-0.049820899963378906,8,-0.049820899963378906
train,017,9,9,-0.04982614517211914,9,-0.04982614517211914
train,017,10,10,-0.04983401298522949,10,-0.04983401298522949
train,017,11,11,-0.049839019775390625,11,-0.049839019775390625
train,017,12,12,-0.049839019775390625,12,-0.049839019775390625
train,017,13,13,-0.049842119216918945,13,-0.049842119216918945
train,017,14,14,-0.04984402656555176,14,-0.04984402656555176
train,017,15,15,-0.049851179122924805,15,-0.049851179122924805
train,017,16,16,-0.04985690116882324,16,-0.04985690116882324
train,017,17,17,-0.04985809326171875,17,-0.04985809326171875
train,017,18,18,-0.04986691474914551,18,-0.04986691474914551
train,017,19,19,-0.04986691474914551,19,-0.04986691474914551
train,017,20,20,-0.049870967864990234,20,-0.049870967864990234
train,017,21,21,-0.04987382888793945,21,-0.04987382888793945
train,017,22,22,-0.04986906051635742,22,-0.04986906051635742
train,017,23,23,-0.04986405372619629,23,-0.04986405372619629
train,017,24,24,-0.04986691474914551,24,-0.04986691474914551
train,017,25,25,-0.04986214637756348,25,-0.04986214637756348
train,017,26,26,-0.04986906051635742,26,-0.04986906051635742
train,017,27,27,-0.049855947494506836,27,-0.049855947494506836
train,017,28,28,-0.049844980239868164,28,-0.049844980239868164
train,017,29,29,-0.049832820892333984,29,-0.049832820892333984
train,017,30,30,-0.04983210563659668,30,-0.04983210563659668
train,017,31,31,-0.049839019775390625,31,-0.049839019775390625
train,017,32,32,-0.04983019828796387,32,-0.04983019828796387
train,017,33,33,-0.04982495307922363,33,-0.04982495307922363
train,017,34,34,-0.0498199462890625,34,-0.0498199462890625
train,017,35,35,-0.04981493949890137,35,-0.04981493949890137
train,017,36,36,-0.049818992614746094,36,-0.049818992614746094
train,017,37,37,-0.04982614517211914,37,-0.04982614517211914
train,017,38,38,-0.049833059310913086,38,-0.049833059310913086
train,017,39,39,-0.04983711242675781,39,-0.04983711242675781
train,017,40,40,-0.04983091354370117,40,-0.04983091354370117
train,017,41,41,-0.04981803894042969,41,-0.04981803894042969
train,017,42,42,-0.04981589317321777,42,-0.04981589317321777
train,017,43,43,-0.049818992614746094,43,-0.049818992614746094
train,017,44,44,-0.04982113838195801,44,-0.04982113838195801
train,017,45,45,-0.04981207847595215,45,-0.04981207847595215
train,017,46,46,-0.049813032150268555,46,-0.049813032150268555
train,017,47,47,-0.04983186721801758,47,-0.04983186721801758
train,017,48,48,-0.0498349666595459,48,-0.0498349666595459
train,017,49,49,-0.04984402656555176,49,-0.04984402656555176
train,017,50,50,-0.049855947494506836,50,-0.049855947494506836
train,017,51,51,-0.04985690116882324,51,-0.04985690116882324
train,017,52,52,-0.04985785484313965,52,-0.04985785484313965
train,017,53,53,-0.04985499382019043,53,-0.04985499382019043
train,017,54,54,-0.04985618591308594,54,-0.04985618591308594
train,017,55,55,-0.04985499382019043,55,-0.04985499382019043
train,017,56,56,-0.049855947494506836,56,-0.049855947494506836
train,017,57,57,-0.049852848052978516,57,-0.049852848052978516
train,017,58,58,-0.049848079681396484,58,-0.049848079681396484
train,017,59,59,-0.04984593391418457,59,-0.04984593391418457
train,017,60,60,-0.049844980239868164,60,-0.049844980239868164
train,017,61,61,-0.0498499870300293,61,-0.0498499870300293
train,017,62,62,-0.04985618591308594,62,-0.04985618591308594
train,017,63,63,-0.04985499382019043,63,-0.04985499382019043
train,017,64,64,-0.04986095428466797,64,-0.04986095428466797
train,017,65,65,-0.04985809326171875,65,-0.04985809326171875
train,017,66,66,-0.04985785484313965,66,-0.04985785484313965
train,017,67,67,-0.049859046936035156,67,-0.049859046936035156
train,017,68,68,-0.04986000061035156,68,-0.04986000061035156
train,017,69,69,-0.04986906051635742,69,-0.04986906051635742
train,017,70,70,-0.04987597465515137,70,-0.04987597465515137
train,017,71,71,-0.04986310005187988,71,-0.04986310005187988
train,017,72,72,-0.0498499870300293,72,-0.0498499870300293
train,017,73,73,-0.0498349666595459,73,-0.0498349666595459
train,017,74,74,-0.04982805252075195,74,-0.04982805252075195
train,017,75,75,-0.04983091354370117,75,-0.04983091354370117
train,017,76,76,-0.04982495307922363,76,-0.04982495307922363
train,017,77,77,-0.049822092056274414,77,-0.049822092056274414
train,017,78,78,-0.04982781410217285,78,-0.04982781410217285
train,017,79,79,-0.04982590675354004,79,-0.04982590675354004
train,019,0,0,-0.04981493949890137,0,-0.04981493949890137
train,019,1,1,-0.04982495307922363,1,-0.04982495307922363
train,019,2,2,-0.04983687400817871,2,-0.04983687400817871
train,019,3,3,-0.049870967864990234,3,-0.049870967864990234
train,019,4,4,-0.04986906051635742,4,-0.04986906051635742
train,019,5,5,-0.04985785484313965,5,-0.04985785484313965
train,019,6,6,-0.04986405372619629,6,-0.04986405372619629
train,019,7,7,-0.04987287521362305,7,-0.04987287521362305
train,019,8,8,-0.0498809814453125,8,-0.0498809814453125
train,019,9,9,-0.04988384246826172,9,-0.04988384246826172
train,019,10,10,-0.04988408088684082,10,-0.04988408088684082
train,019,11,11,-0.04987192153930664,11,-0.04987192153930664
train,019,12,12,-0.049870967864990234,12,-0.049870967864990234
train,019,13,13,-0.04987788200378418,13,-0.04987788200378418
train,019,14,14,-0.04987001419067383,14,-0.04987001419067383
train,019,15,15,-0.04985690116882324,15,-0.04985690116882324
train,019,16,16,-0.049855947494506836,16,-0.049855947494506836
train,019,17,17,-0.04985404014587402,17,-0.04985404014587402
train,019,18,18,-0.04984688758850098,18,-0.04984688758850098
train,019,19,19,-0.049844980239868164,19,-0.049844980239868164
train,019,20,20,-0.04984307289123535,20,-0.04984307289123535
train,019,21,21,-0.04984402656555176,21,-0.04984402656555176
train,019,22,22,-0.04984712600708008,22,-0.04984712600708008
train,019,23,23,-0.04983997344970703,23,-0.04983997344970703
train,019,24,24,-0.04982900619506836,24,-0.04982900619506836
train,019,25,25,-0.04982805252075195,25,-0.04982805252075195
train,019,26,26,-0.04982399940490723,26,-0.04982399940490723
train,019,27,27,-0.04981803894042969,27,-0.04981803894042969
train,019,28,28,-0.04981207847595215,28,-0.04981207847595215
train,019,29,29,-0.04981112480163574,29,-0.04981112480163574
train,019,30,30,-0.04981207847595215,30,-0.04981207847595215
train,019,31,31,-0.049816131591796875,31,-0.049816131591796875
train,019,32,32,-0.04981803894042969,32,-0.04981803894042969
train,019,33,33,-0.04982805252075195,33,-0.04982805252075195
train,019,34,34,-0.04982900619506836,34,-0.04982900619506836
train,019,35,35,-0.04981803894042969,35,-0.04981803894042969
train,019,36,36,-0.04981589317321777,36,-0.04981589317321777
train,019,37,37,-0.049813032150268555,37,-0.049813032150268555
train,019,38,38,-0.049813032150268555,38,-0.049813032150268555
train,019,39,39,-0.04981803894042969,39,-0.04981803894042969
train,019,40,40,-0.04982495307922363,40,-0.04982495307922363
train,019,41,41,-0.04982399940490723,41,-0.04982399940490723
train,019,42,42,-0.049829959869384766,42,-0.049829959869384766
train,019,43,43,-0.049841880798339844,43,-0.049841880798339844
train,019,44,44,-0.04984593391418457,44,-0.04984593391418457
train,019,45,45,-0.04984688758850098,45,-0.04984688758850098
train,019,46,46,-0.049844980239868164,46,-0.049844980239868164
train,019,47,47,-0.049839019775390625,47,-0.049839019775390625
train,019,48,48,-0.04984307289123535,48,-0.04984307289123535
train,019,49,49,-0.04985189437866211,49,-0.04985189437866211
train,019,50,50,-0.04985690116882324,50,-0.04985690116882324
train,019,51,51,-0.0498509407043457,51,-0.0498509407043457
train,019,52,52,-0.0498509407043457,52,-0.0498509407043457
train,019,53,53,-0.04984712600708008,53,-0.04984712600708008
train,019,54,54,-0.04985308647155762,54,-0.04985308647155762
train,019,55,55,-0.04985308647155762,55,-0.04985308647155762
train,019,56,56,-0.04986000061035156,56,-0.04986000061035156
train,019,57,57,-0.04985404014587402,57,-0.04985404014587402
train,019,58,58,-0.04987502098083496,58,-0.04987502098083496
train,019,59,59,-0.04987001419067383,59,-0.04987001419067383
train,019,60,60,-0.04984688758850098,60,-0.04984688758850098
train,019,61,61,-0.04986000061035156,61,-0.04986000061035156
train,019,62,62,-0.04985690116882324,62,-0.04985690116882324
